Job Title,Salary Estimate,Rating,Company Name,Location,Size,Sector,Revenue
Medical Lab Scientist (MLS),$54K-$88K (Glassdoor est.),3.3,"Ascension
3.3","Jacksonville, FL",10000+ employees,Health Care,$100 to $500 million (USD)
Sr BI Data Engineer,$54K-$88K (Glassdoor est.),3.3,"Blue Cross Blue Shield of Florida
3.3","Jacksonville, FL",10000+ employees,Insurance,$10+ billion (USD)
"Sr. Computational Biologist, Oncology Drug Discovery",$62K-$127K (Glassdoor est.),4.1,"Pfizer
4.1","La Jolla, CA",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Architect II,$54K-$88K (Glassdoor est.),3.6,"Iconma, L.L.C.
3.6","Jacksonville, FL",1001 to 5000 employees,Business Services,$100 to $500 million (USD)
Data Analyst,$54K-$88K (Glassdoor est.),3.3,"Lutheran Services Florida
3.3","Jacksonville, FL",1001 to 5000 employees,Non-Profit,$100 to $500 million (USD)
"Data Analytics Manager in Jacksonville, FL at One Call",$54K-$88K (Glassdoor est.),3.2,"One Call
3.2","Jacksonville, FL",1001 to 5000 employees,Health Care,$500 million to $1 billion (USD)
Biological Scientist IV,$54K-$88K (Glassdoor est.),3.3,"Shands Jacksonville
3.3","Jacksonville, FL",1001 to 5000 employees,Health Care,$500 million to $1 billion (USD)
COMPUTER SCIENTIST,$54K-$88K (Glassdoor est.),3.8,"U.S. Navy
3.8","Jacksonville, FL",1001 to 5000 employees,Government,$2 to $5 billion (USD)
GENERAL PHYSICAL SCIENTIST,$54K-$88K (Glassdoor est.),3.8,"U.S. Navy
3.8","Jacksonville, FL",1001 to 5000 employees,Government,$2 to $5 billion (USD)
Medical Lab Scientist - Full Time Evenings,$54K-$88K (Glassdoor est.),3.7,"Allegan General Hospital
3.7","Jacksonville, FL",201 to 500 employees,,$25 to $50 million (USD)
Medical Lab Scientist (MLS),$54K-$88K (Glassdoor est.),3.7,"Allegan General Hospital
3.7","Jacksonville, FL",201 to 500 employees,,$25 to $50 million (USD)
"Data Analyst in Jacksonville, FL at SNI Technology",$54K-$88K (Glassdoor est.),3.5,"SNI Technology
3.5","Jacksonville, FL",201 to 500 employees,Business Services,Unknown / Non-Applicable
Sr. Data Analyst - Guidewire Data Hub,$54K-$88K (Glassdoor est.),3.1,"Kemper
3.1","Jacksonville, FL",5001 to 10000 employees,Insurance,$2 to $5 billion (USD)
Data Architect II,$54K-$88K (Glassdoor est.),4.3,"Abacus Service Corporation
4.3","Jacksonville, FL",501 to 1000 employees,Business Services,Unknown / Non-Applicable
Data Architect II,$54K-$88K (Glassdoor est.),3.6,"Axelon Services Corporation
3.6","Jacksonville, FL",501 to 1000 employees,Business Services,$100 to $500 million (USD)
Senior Environmental Scientist / Ecologist,$54K-$88K (Glassdoor est.),2.7,"Groundwater & Environmental Services, Inc.
2.7","Jacksonville, FL",501 to 1000 employees,Business Services,$50 to $100 million (USD)
"Lead, Data Engineer",$54K-$88K (Glassdoor est.),3.3,"Venus Fashion
3.3","Jacksonville, FL",501 to 1000 employees,Retail,$100 to $500 million (USD)
Guidewire Data Analyst,$54K-$88K (Glassdoor est.),5,"American Recruiting & Consulting Group
5.0","Jacksonville, FL",51 to 200 employees,Business Services,Unknown / Non-Applicable
Data Engineer- Guidewire Data Hub,$54K-$88K (Glassdoor est.),5,"ARC Group
5.0","Jacksonville, FL",51 to 200 employees,Finance,Unknown / Non-Applicable
Senior Data Analyst- Guidewire Data Hub,$54K-$88K (Glassdoor est.),5,"ARC Group
5.0","Jacksonville, FL",51 to 200 employees,Finance,Unknown / Non-Applicable
Business Intelligence Analyst with Insurance,$54K-$88K (Glassdoor est.),3.5,"Capricorn Systems, Inc.
3.5","Jacksonville, FL",51 to 200 employees,Information Technology,$10 to $25 million (USD)
Business/Data Analyst,$54K-$88K (Glassdoor est.),3.7,"Software Guidance & Assistance
3.7","Jacksonville, FL",51 to 200 employees,Business Services,$50 to $100 million (USD)
Data Analyst Junior,$54K-$88K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Jacksonville, FL",51 to 200 employees,Information Technology,$50 to $100 million (USD)
Data Scientist with Security Clearance,$54K-$92K (Glassdoor est.),,Keaki Technologies,"San Antonio, TX",,,
Data Engineer,$54K-$92K (Glassdoor est.),4.9,"B E A T LLC
4.9","San Antonio, TX",1 to 50 employees,Telecommunications,Unknown / Non-Applicable
Data Engineer,$54K-$92K (Glassdoor est.),3.9,"Daman, Inc.
3.9","San Antonio, TX",1 to 50 employees,,$1 to $5 million (USD)
Data Engineer,$54K-$92K (Glassdoor est.),4.5,"Scaleworks
4.5","San Antonio, TX",1 to 50 employees,Information Technology,Unknown / Non-Applicable
Federal - Senior Machine Learning Engineer,$54K-$92K (Glassdoor est.),4.2,"Solekai Systems Corp
4.2","San Antonio, TX",1 to 50 employees,Information Technology,$10 to $25 million (USD)
Federal - Senior Machine Learning Engineer,$54K-$92K (Glassdoor est.),3.9,"Accenture
3.9","San Antonio, TX",10000+ employees,Business Services,$10+ billion (USD)
Senior Data Scientist,$54K-$92K (Glassdoor est.),3.6,"Humana
3.6","San Antonio, TX",10000+ employees,Insurance,$10+ billion (USD)
Lead Data Scientist,$54K-$92K (Glassdoor est.),3.6,"Humana
3.6","San Antonio, TX",10000+ employees,Insurance,$10+ billion (USD)
Business Intelligence Analyst I,$54K-$92K (Glassdoor est.),3.6,"USAA
3.6","San Antonio, TX",10000+ employees,Insurance,$10+ billion (USD)
Business Intelligence Analyst Senior (Chief Financial Office),$54K-$92K (Glassdoor est.),3.6,"USAA
3.6","San Antonio, TX",10000+ employees,Insurance,$10+ billion (USD)
Business Intelligence Analyst III - Credit Card,$54K-$92K (Glassdoor est.),3.6,"USAA
3.6","San Antonio, TX",10000+ employees,Insurance,$10+ billion (USD)
Business Intelligence Analyst,$54K-$92K (Glassdoor est.),3.9,"Valero
3.9","San Antonio, TX",10000+ employees,"Oil, Gas, Energy & Utilities",$10+ billion (USD)
Data Science Developer,$54K-$92K (Glassdoor est.),3.8,"Apex Systems
3.8","San Antonio, TX",1001 to 5000 employees,Business Services,$2 to $5 billion (USD)
Data Analyst,$54K-$92K (Glassdoor est.),3.8,"Apex Systems
3.8","San Antonio, TX",1001 to 5000 employees,Business Services,$2 to $5 billion (USD)
Sr Data Engineer,$54K-$92K (Glassdoor est.),3.1,"Group O
3.1","San Antonio, TX",1001 to 5000 employees,Business Services,$500 million to $1 billion (USD)
Data Analyst,$54K-$92K (Glassdoor est.),3.6,"Ionidea
3.6","San Antonio, TX",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
Data Scientist - Top Secret w/ SCI Eligibility,$54K-$92K (Glassdoor est.),4,"LMI
4.0","San Antonio, TX",1001 to 5000 employees,Business Services,$100 to $500 million (USD)
Lead Data Scientist,$54K-$92K (Glassdoor est.),4.2,"CyberCoders
4.2","San Antonio, TX",201 to 500 employees,Business Services,$100 to $500 million (USD)
Data Analyst,$54K-$92K (Glassdoor est.),3.1,"Integrated Resources
3.1","San Antonio, TX",201 to 500 employees,Business Services,$25 to $50 million (USD)
Data Science Architect,$54K-$92K (Glassdoor est.),4.3,"Onica Group
4.3","San Antonio, TX",201 to 500 employees,Information Technology,Unknown / Non-Applicable
Machine Learning Engineer,$54K-$92K (Glassdoor est.),3.5,"Horizon Corp
3.5","San Antonio, TX",5001 to 10000 employees,Finance,$1 to $2 billion (USD)
Data Analyst,$54K-$92K (Glassdoor est.),3.4,"C2 GPS- Alamo Workforce
3.4","San Antonio, TX",501 to 1000 employees,Business Services,Unknown / Non-Applicable
Data Analyst,$54K-$92K (Glassdoor est.),4,"CYNET SYSTEMS
4.0","San Antonio, TX",501 to 1000 employees,Information Technology,$50 to $100 million (USD)
Associate Data Engineer,$54K-$92K (Glassdoor est.),3.4,"OptumCare
3.4","San Antonio, TX",501 to 1000 employees,Health Care,Unknown / Non-Applicable
Data Engineer,$54K-$92K (Glassdoor est.),4,"Reliable Software Resources
4.0","San Antonio, TX",501 to 1000 employees,Information Technology,$50 to $100 million (USD)
Data Scientist with Security Clearance,$54K-$92K (Glassdoor est.),5,"Gridiron IT Solutions
5.0","San Antonio, TX",51 to 200 employees,Information Technology,Unknown / Non-Applicable
Sr. Data Scientist with SAS,$54K-$92K (Glassdoor est.),4.1,"Sierra Business Solution LLC
4.1","San Antonio, TX",51 to 200 employees,,Unknown / Non-Applicable
Data Analyst,$54K-$92K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","San Antonio, TX",51 to 200 employees,Information Technology,$50 to $100 million (USD)
Data Engineer,$54K-$92K (Glassdoor est.),3.5,"York Solutions, LLC
3.5","San Antonio, TX",51 to 200 employees,Business Services,$25 to $50 million (USD)
Senior Managing Consultant - Data Science,$55K-$101K (Glassdoor est.),,"BLDS, LLC","Philadelphia, PA",,,
ELSI Research Associate - Hussman (Social Scientist Scholar),$55K-$101K (Glassdoor est.),,University of Miami Health System,"Philadelphia, PA",,,
Senior Data Analyst,$55K-$101K (Glassdoor est.),3.6,"A2C Consulting
3.6","Philadelphia, PA",1 to 50 employees,Business Services,Unknown / Non-Applicable
Data Engineer - PySpark/Spark-SQL/AWS,$55K-$101K (Glassdoor est.),3.3,"IT Pros
3.3","Philadelphia, PA",1 to 50 employees,Business Services,Unknown / Non-Applicable
Data Science/Models/Statistics/Python/R/AWS,$55K-$101K (Glassdoor est.),1.6,"Management Decisions, Inc.
1.6","Philadelphia, PA",1 to 50 employees,Business Services,$1 to $5 million (USD)
HPLC Prep Scientist,$55K-$101K (Glassdoor est.),3.4,"Eurofins
3.4","West Point, PA",10000+ employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Drug Product Scientist,$55K-$101K (Glassdoor est.),3.4,"Eurofins
3.4","West Point, PA",10000+ employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
"Senior Scientist, Biopharm Upstream Process Development",$55K-$101K (Glassdoor est.),3.9,"GSK
3.9","King of Prussia, PA",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
Clinical Laboratory Scientist | 2nd shift,$55K-$101K (Glassdoor est.),3.6,"Main Line Health
3.6","Media, PA",10000+ employees,Health Care,$1 to $2 billion (USD)
"Senior Scientist, Assay Operations",$55K-$101K (Glassdoor est.),3.9,"Merck
3.9","West Point, PA",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
"Senior Scientist, Vaccine Process Development and Commercialization (Downstream)",$55K-$101K (Glassdoor est.),3.9,"Merck
3.9","West Point, PA",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
Clinical Safety and Risk Management CSRM Medical Associate / Senior Scientist,$55K-$101K (Glassdoor est.),3.9,"Merck
3.9","North Wales, PA",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Analytics Architect,$55K-$101K (Glassdoor est.),3.7,"RELX Group
3.7","Philadelphia, PA",10000+ employees,Information Technology,$10+ billion (USD)
"Associate Scientist, QC Microbiology",$55K-$101K (Glassdoor est.),2.6,"WuXi AppTec
2.6","Philadelphia, PA",10000+ employees,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Spark/Big Data Engineer,$55K-$101K (Glassdoor est.),3.7,"Pyramid Consulting, Inc.
3.7","Philadelphia, PA",1001 to 5000 employees,Information Technology,$100 to $500 million (USD)
Upstream Scientist - Bioreactors,$55K-$101K (Glassdoor est.),3.6,"The Fountain Group
3.6","West Point, PA",1001 to 5000 employees,Business Services,$50 to $100 million (USD)
Downstream Sr. Scientist,$55K-$101K (Glassdoor est.),4.5,"Piper Companies
4.5","Philadelphia, PA",201 to 500 employees,Business Services,Unknown / Non-Applicable
Process Development Downstream Sr. Scientist,$55K-$101K (Glassdoor est.),4.5,"Piper Companies
4.5","Philadelphia, PA",201 to 500 employees,Business Services,Unknown / Non-Applicable
Research Scientist CNS,$55K-$101K (Glassdoor est.),3.2,"Spark Therapeutics
3.2","Philadelphia, PA",201 to 500 employees,Biotech & Pharmaceuticals,$10 to $25 million (USD)
Data Engineer,$55K-$101K (Glassdoor est.),4.8,"System Soft Technologies
4.8","Cherry Hill, NJ",201 to 500 employees,Information Technology,$50 to $100 million (USD)
Data Engineer II,$55K-$101K (Glassdoor est.),4.7,"Voca
4.7","Philadelphia, PA",201 to 500 employees,Business Services,Unknown / Non-Applicable
SR BUSINESS DATA ANALYST PRN,$55K-$101K (Glassdoor est.),3.2,"Cooper University Health Care
3.2","Camden, NJ",5001 to 10000 employees,Health Care,Unknown / Non-Applicable
Process Scientist/Senior Process Scientist,$55K-$101K (Glassdoor est.),4,"Flamma USA
4.0","Malvern, PA",501 to 1000 employees,,Unknown / Non-Applicable
Pharmaceutical Customer Data Analyst,$55K-$101K (Glassdoor est.),4.1,"APN Software Services Inc.
4.1","Plymouth Meeting, PA",51 to 200 employees,Information Technology,$25 to $50 million (USD)
Data Engineer (Python and SQL),$55K-$101K (Glassdoor est.),5,"Queen Consulting Group, Inc.
5.0","Philadelphia, PA",51 to 200 employees,,$5 to $10 million (USD)
Senior Upstream Processing Scientist,$55K-$101K (Glassdoor est.),3.7,"Ubertal Inc
3.7","West Point, PA",51 to 200 employees,,Unknown / Non-Applicable
Airflow Data Engineer,$55K-$101K (Glassdoor est.),,"Lumaxia Consulting, LLC.","Wilmington, DE",Unknown,Business Services,Unknown / Non-Applicable
Patient Recruitment Data Analyst (ArcGIS),$55K-$101K (Glassdoor est.),,Pharmica Consulting,"Norristown, PA",Unknown,,Unknown / Non-Applicable
Big Data Engineer,$55K-$112K (Glassdoor est.),,Kforce Technology Staffing,"Columbus, OH",,,
Big Data Engineer,$55K-$112K (Glassdoor est.),,Zllius Inc.,"Columbus, OH",,,
Security Analytics Data Engineer,$55K-$112K (Glassdoor est.),4,"Data Resource Technologies
4.0","Dublin, OH",1 to 50 employees,Accounting & Legal,Less than $1 million (USD)
Technical Data Analyst,$55K-$112K (Glassdoor est.),4.5,"Dedicated Tech Services, Inc.
4.5","Dublin, OH",1 to 50 employees,Information Technology,$1 to $5 million (USD)
Senior Data Engineer,$55K-$112K (Glassdoor est.),3.6,"Kognetics
3.6","Gahanna, OH",1 to 50 employees,,Unknown / Non-Applicable
"Columbus Opportunities: Finance, Accounting, Data Science, Financial Analytics, Audit, Tax, Treasury",$55K-$112K (Glassdoor est.),,"Rainmaker Resources, LLC","Columbus, OH",1 to 50 employees,,Unknown / Non-Applicable
Federal - Data Engineer - Senior,$55K-$112K (Glassdoor est.),4.2,"Solekai Systems Corp
4.2","Columbus, OH",1 to 50 employees,Information Technology,$10 to $25 million (USD)
Cloud Data Engineer,$55K-$112K (Glassdoor est.),3.9,"JPMorgan Chase Bank, N.A.
3.9","Westerville, OH",10000+ employees,Finance,$10+ billion (USD)
Sr Data Modeler,$55K-$112K (Glassdoor est.),3.9,"JPMorgan Chase Bank, N.A.
3.9","Columbus, OH",10000+ employees,Finance,$10+ billion (USD)
Software Engineer - Senior Data Analyst,$55K-$112K (Glassdoor est.),3.9,"JPMorgan Chase Bank, N.A.
3.9","Columbus, OH",10000+ employees,Finance,$10+ billion (USD)
Scientist - Comparative Medicine,$75K-$149K (Glassdoor est.),4.1,"Pfizer
4.1","La Jolla, CA",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
Senior Research Scientist - RI IPP Cooper,$55K-$112K (Glassdoor est.),3.7,"Nationwide Children's Hospital
3.7","Columbus, OH",10000+ employees,Health Care,$1 to $2 billion (USD)
Senior Data Engineer (Data ELT/ETL Engineer),$55K-$112K (Glassdoor est.),3.2,"Safelite
3.2","Columbus, OH",10000+ employees,"Construction, Repair & Maintenance",$2 to $5 billion (USD)
Big Data Engineer with Java,$55K-$112K (Glassdoor est.),3,"Photon Infotech
3.0","Columbus, OH",1001 to 5000 employees,Information Technology,$100 to $500 million (USD)
Cyber Security Data Engineer,$55K-$112K (Glassdoor est.),3.9,"ApTask
3.9","Dublin, OH",201 to 500 employees,Information Technology,$50 to $100 million (USD)
Principal Data Engineer,$55K-$112K (Glassdoor est.),4.6,"ComResource
4.6","Columbus, OH",201 to 500 employees,Information Technology,$25 to $50 million (USD)
Sr Data Analyst,$55K-$112K (Glassdoor est.),4.5,"Creative Financial Staffing
4.5","Westerville, OH",201 to 500 employees,Business Services,$50 to $100 million (USD)
Senior AWS Big Data Engineer,$55K-$112K (Glassdoor est.),4,"NorthBay Solutions
4.0","Columbus, OH",201 to 500 employees,Information Technology,Unknown / Non-Applicable
AWS Data Engineer,$55K-$112K (Glassdoor est.),4.4,"Tachyon Technologies
4.4","Dublin, OH",201 to 500 employees,Information Technology,$10 to $25 million (USD)
Columbus Data Science Tutor Jobs,$55K-$112K (Glassdoor est.),4.2,"Varsity Tutors
4.2","Columbus, OH",201 to 500 employees,Information Technology,Unknown / Non-Applicable
Security Analytics Data Engineer,$55K-$112K (Glassdoor est.),3.8,"PDS Tech, Inc.
3.8","Dublin, OH",5001 to 10000 employees,Business Services,$100 to $500 million (USD)
Biotransformation Scientist and DMPK Design Lead,$55K-$112K (Glassdoor est.),3.7,"UCB
3.7","Slough, OH",5001 to 10000 employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Senior/Principal Scientist - Display Technologies/NGS,$55K-$112K (Glassdoor est.),3.7,"UCB
3.7","Slough, OH",5001 to 10000 employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
"Patient Safety Physician or Safety Scientist - UK, Europe or the US",$55K-$112K (Glassdoor est.),3.7,"UCB
3.7","Slough, OH",5001 to 10000 employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
"JPSC-7975 - Data Analyst Lead- Columbus, OH (LOCAL CANDIDATES ONLY)",$55K-$112K (Glassdoor est.),4.5,"Avani Technology Solutions
4.5","Columbus, OH",501 to 1000 employees,Information Technology,$50 to $100 million (USD)
Big Data Engineer,$55K-$112K (Glassdoor est.),3.4,"Infinity Consulting Solutions
3.4","Columbus, OH",501 to 1000 employees,Business Services,$100 to $500 million (USD)
Data Analyst â Junior,$55K-$112K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Columbus, OH",51 to 200 employees,Information Technology,$50 to $100 million (USD)
Data Engineer,$55K-$113K (Glassdoor est.),,R3 Tek,"Columbus, OH",,,
Data Engineer,$55K-$113K (Glassdoor est.),3.6,"Kognetics
3.6","Gahanna, OH",1 to 50 employees,,Unknown / Non-Applicable
Environmental Senior Research Scientist,$55K-$113K (Glassdoor est.),3.1,"Battelle
3.1","Columbus, OH",10000+ employees,Business Services,$5 to $10 billion (USD)
Crop Protection Research Scientist,$55K-$113K (Glassdoor est.),3.1,"Battelle
3.1","West Jefferson, OH",10000+ employees,Business Services,$5 to $10 billion (USD)
Big Data Engineer,$55K-$113K (Glassdoor est.),3.7,"Cognizant
3.7","Columbus, OH",10000+ employees,,$10+ billion (USD)
Senior Business Intelligence Data Engineer,$55K-$113K (Glassdoor est.),3.9,"J.P. Morgan
3.9","Columbus, OH",10000+ employees,Finance,$10+ billion (USD)
Software Engineer - Data Analyst,$55K-$113K (Glassdoor est.),3.9,"JPMorgan Chase Bank, N.A.
3.9","Columbus, OH",10000+ employees,Finance,$10+ billion (USD)
Post Doctoral Scientist Year 1-3 - Center for Microbial Pathogen,$55K-$113K (Glassdoor est.),3.7,"Nationwide Children's Hospital
3.7","Columbus, OH",10000+ employees,Health Care,$1 to $2 billion (USD)
Research Scientist - RI Radiology Ho,$55K-$113K (Glassdoor est.),3.7,"Nationwide Children's Hospital
3.7","Columbus, OH",10000+ employees,Health Care,$1 to $2 billion (USD)
Post Doctoral Scientist Yr 1-3- Research Gene Therapy,$55K-$113K (Glassdoor est.),3.7,"Nationwide Children's Hospital
3.7","Columbus, OH",10000+ employees,Health Care,$1 to $2 billion (USD)
Laboratory Scientist 3,$55K-$113K (Glassdoor est.),3.9,"STATE OF OHIO
3.9","Blacklick, OH",10000+ employees,Government,Unknown / Non-Applicable
"Data Analyst III (Population Health , Pharmacy, SQL)",$55K-$113K (Glassdoor est.),3.4,"Buckeye Community Health Plan
3.4","Columbus, OH",1001 to 5000 employees,Health Care,Unknown / Non-Applicable
Data Engineer,$55K-$113K (Glassdoor est.),4.2,"Eliassen Group
4.2","Columbus, OH",1001 to 5000 employees,Business Services,$100 to $500 million (USD)
Data Engineer,$55K-$113K (Glassdoor est.),3.9,"State Auto Insurance Companies
3.9","Columbus, OH",1001 to 5000 employees,Insurance,$1 to $2 billion (USD)
Senior Staff Scientist,$55K-$113K (Glassdoor est.),3.5,"Terracon
3.5","Columbus, OH",1001 to 5000 employees,Business Services,$500 million to $1 billion (USD)
Sr. Scientist,$55K-$113K (Glassdoor est.),2.9,"CorTech LLC
2.9","Columbus, OH",201 to 500 employees,Business Services,$10 to $25 million (USD)
"Data Engineer for Industrial Image Data - Columbus, OH",$55K-$113K (Glassdoor est.),3.6,"Rosen
3.6","Columbus, OH",201 to 500 employees,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD)
Data Engineer For Industrial Image Data,$55K-$113K (Glassdoor est.),3.6,"ROSEN USA
3.6","Columbus, OH",201 to 500 employees,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD)
Machine Learning Engineer (OH),$55K-$113K (Glassdoor est.),4.6,"Tiger Analytics
4.6","Columbus, OH",201 to 500 employees,Business Services,$10 to $25 million (USD)
Big Data Engineer (OH),$55K-$113K (Glassdoor est.),4.6,"Tiger Analytics
4.6","Columbus, OH",201 to 500 employees,Business Services,$10 to $25 million (USD)
Scientist - Autonomous Robotics in Manufacturing,$55K-$113K (Glassdoor est.),3.8,"UES
3.8","Columbus, OH",201 to 500 employees,Business Services,$50 to $100 million (USD)
Data Management & Analytics - Consultant,$55K-$113K (Glassdoor est.),3.4,"Guidehouse
3.4","Columbus, OH",5001 to 10000 employees,Business Services,Unknown / Non-Applicable
"Scientist I, QC Aero Star 3rd Shift",$55K-$113K (Glassdoor est.),3.3,"Hikma Pharmaceuticals USA Inc.
3.3","Columbus, OH",5001 to 10000 employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
"Scientist III, QC Aero Star 2nd Shift",$55K-$113K (Glassdoor est.),3.3,"Hikma Pharmaceuticals USA Inc.
3.3","Columbus, OH",5001 to 10000 employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Research Scientist - Mammalian Cell Culture,$55K-$113K (Glassdoor est.),3.7,"UCB
3.7","Slough, OH",5001 to 10000 employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Research Scientist - Immunology Research,$55K-$113K (Glassdoor est.),3.7,"UCB
3.7","Slough, OH",5001 to 10000 employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Principal Scientist - Biomarker Specialist,$55K-$113K (Glassdoor est.),3.7,"UCB
3.7","Slough, OH",5001 to 10000 employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
"Principal Data Scientist, Pricing",$55K-$113K (Glassdoor est.),3.8,"Root Insurance
3.8","Columbus, OH",501 to 1000 employees,Insurance,$100 to $500 million (USD)
Data Science Practitioner,$55K-$113K (Glassdoor est.),2.5,"Avacend, Inc.
2.5","Columbus, OH",51 to 200 employees,Business Services,Unknown / Non-Applicable
Data Analyst Junior,$55K-$113K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Columbus, OH",51 to 200 employees,Information Technology,$50 to $100 million (USD)
Data and Analytics Manager,$55K-$117K (Glassdoor est.),,K.A.T.N d/b/a Texas Tool Belt,"Houston, TX",,,
Business Intelligence Analyst,$55K-$117K (Glassdoor est.),4.6,"EAG Services
4.6","Houston, TX",1 to 50 employees,Business Services,$1 to $5 million (USD)
Data Modeler ( SAAS ),$55K-$117K (Glassdoor est.),4.6,"Technet, LLC
4.6","Houston, TX",1 to 50 employees,Business Services,Less than $1 million (USD)
Medical Laboratory Scientist - Blood Bank,$55K-$117K (Glassdoor est.),4.1,"Houston Methodist
4.1","Houston, TX",10000+ employees,Health Care,Unknown / Non-Applicable
Microsoft Dynamics CRM Data Analyst,$55K-$117K (Glassdoor est.),3.7,"IBM
3.7","Houston, TX",10000+ employees,Information Technology,$10+ billion (USD)
Data Engineer,$55K-$117K (Glassdoor est.),3.9,"JPMorgan Chase & Co.
3.9","Houston, TX",10000+ employees,Finance,$10+ billion (USD)
Operations Research Scientist,$55K-$117K (Glassdoor est.),3.6,"Koch Industries
3.6","Houston, TX",10000+ employees,"Oil, Gas, Energy & Utilities",$10+ billion (USD)
Experiment Support Scientist,$55K-$117K (Glassdoor est.),3.5,"Leidos
3.5","Houston, TX",10000+ employees,Aerospace & Defense,$10+ billion (USD)
Research and Development Bioprocessing Scientist (Upstream),$55K-$117K (Glassdoor est.),3.3,"Lonza
3.3","Houston, TX",10000+ employees,Biotech & Pharmaceuticals,$5 to $10 billion (USD)
Environmental Scientist/Geologist,$55K-$117K (Glassdoor est.),3.7,"Tetra Tech, Inc.
3.7","Houston, TX",10000+ employees,Business Services,$2 to $5 billion (USD)
Senior Analytical Scientist,$55K-$117K (Glassdoor est.),3.4,"Ascend Performance Materials
3.4","Houston, TX",1001 to 5000 employees,Manufacturing,$2 to $5 billion (USD)
SR Data Scientist,$55K-$117K (Glassdoor est.),3,"AspenTech
3.0","Houston, TX",1001 to 5000 employees,Information Technology,$500 million to $1 billion (USD)
Data Analyst & Healthcare Analytics,$55K-$117K (Glassdoor est.),3.6,"Kelsey-Seybold Medical Group
3.6","Pearland, TX",1001 to 5000 employees,Health Care,$100 to $500 million (USD)
Performance Data Analyst,$55K-$117K (Glassdoor est.),3.6,"Randstad
3.6","Houston, TX",1001 to 5000 employees,Business Services,Unknown / Non-Applicable
Data Analyst Manager,$55K-$117K (Glassdoor est.),3.5,"Andiamo
3.5","Houston, TX",201 to 500 employees,"Restaurants, Bars & Food Services",$1 to $5 million (USD)
MDM Data Analyst,$55K-$117K (Glassdoor est.),4.1,"Arthur Lawrence
4.1","Houston, TX",201 to 500 employees,Business Services,Less than $1 million (USD)
Bioinformatics Scientist,$55K-$117K (Glassdoor est.),2.7,"CooperSurgical
2.7","Houston, TX",201 to 500 employees,Manufacturing,$100 to $500 million (USD)
Data Science Architect,$55K-$117K (Glassdoor est.),4.3,"Onica, a Rackspace Company
4.3","Houston, TX",201 to 500 employees,Information Technology,Unknown / Non-Applicable
Environmental Scientist,$55K-$117K (Glassdoor est.),4.2,"Raba-Kistner
4.2","Houston, TX",201 to 500 employees,"Construction, Repair & Maintenance",$50 to $100 million (USD)
XYZ Data Analyst,$55K-$117K (Glassdoor est.),3.6,"Rosen
3.6","Houston, TX",201 to 500 employees,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD)
Data Analyst II,$55K-$117K (Glassdoor est.),2.8,"Virtus Partners
2.8","Houston, TX",201 to 500 employees,Finance,$10 to $25 million (USD)
Analytics Consultant,$55K-$117K (Glassdoor est.),3.6,"Epiq
3.6","Houston, TX",5001 to 10000 employees,Accounting & Legal,$1 to $2 billion (USD)
Research Scientist - IMM,$55K-$117K (Glassdoor est.),4,"UTHealth Houston
4.0","Houston, TX",5001 to 10000 employees,Education,$1 to $2 billion (USD)
Data Engineer - Business Intelligence,$55K-$117K (Glassdoor est.),3.4,"alliantgroup, LP
3.4","Houston, TX",501 to 1000 employees,Business Services,Unknown / Non-Applicable
Data Modeler,$55K-$117K (Glassdoor est.),4.9,"Competentia Holding
4.9","Houston, TX",501 to 1000 employees,,Unknown / Non-Applicable
Aircraft Data Analyst,$55K-$117K (Glassdoor est.),3.3,"ForeFlight
3.3","Houston, TX",51 to 200 employees,,Unknown / Non-Applicable
Financial Data Analyst,$55K-$117K (Glassdoor est.),2.7,"Luminess Cosmetics
2.7","Stafford, TX",51 to 200 employees,Manufacturing,Unknown / Non-Applicable
